conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,case_folded,cleaned,tokens,tokens_normalized,tokens_no_stopwords,tokens_stemmed,bobot_nilai_total,label
1862505182627803450,Sat Nov 30 04:37:07 +0000 2024,71,@Mythicalforest Punya orang dekat di kabinet yak betul! Sepupunya itu mentri pertanian sekarang. Jadi jelas kan alurnya kemana ada pelatihan petani milenial.,1862717473608671610,,Mythicalforest,in,cgk,2,2,3,https://x.com/cabutlo/status/1862717473608671610,1249822949663637506,cabutlo,@mythicalforest punya orang dekat di kabinet yak betul! sepupunya itu mentri pertanian sekarang. jadi jelas kan alurnya kemana ada pelatihan petani milenial.,punya orang dekat di kabinet yak betul sepupunya itu mentri pertanian sekarang jadi jelas kan alurnya kemana ada pelatihan petani milenial,"['punya', 'orang', 'dekat', 'di', 'kabinet', 'yak', 'betul', 'sepupunya', 'itu', 'mentri', 'pertanian', 'sekarang', 'jadi', 'jelas', 'kan', 'alurnya', 'kemana', 'ada', 'pelatihan', 'petani', 'milenial']","['punya', 'orang', 'dekat', 'di', 'kabinet', 'yak', 'betul', 'sepupunya', 'itu', 'mentri', 'pertanian', 'sekarang', 'jadi', 'jelas', 'kan', 'alurnya', 'kemana', 'ada', 'pelatihan', 'petani', 'milenial']","['orang', 'kabinet', 'yak', 'sepupunya', 'mentri', 'pertanian', 'alurnya', 'kemana', 'pelatihan', 'petani', 'milenial']","['orang', 'kabinet', 'yak', 'sepupu', 'tri', 'tani', 'alur', 'mana', 'latih', 'tani', 'milenial']",-6,negatif
1862711561921708542,Sat Nov 30 04:13:38 +0000 2024,454,️ Waspada Penipuan! Banyak akun palsu yang menyebarkan informasi tidak benar tentang Program Petani Milenial atau Brigade Pangan. Jangan mudah percaya pada link atau akun yang tidak resmi. Dapatkan informasi langsung dari website resmi Kementan di https://t.co/U9QeSfFK04. https://t.co/aM1g0P4Kvn,1862711561921708542,https://pbs.twimg.com/media/GdmuRf9XsAAEVUj.jpg,,in,Jakarta Selatan - Indonesia,7,143,89,https://x.com/kementan/status/1862711561921708542,104695582,kementan,️ waspada penipuan! banyak akun palsu yang menyebarkan informasi tidak benar tentang program petani milenial atau brigade pangan. jangan mudah percaya pada link atau akun yang tidak resmi. dapatkan informasi langsung dari website resmi kementan di https://t.co/u9qesffk04. https://t.co/am1g0p4kvn,waspada penipuan banyak akun palsu yang menyebarkan informasi tidak benar tentang program petani milenial atau brigade pangan jangan mudah percaya pada link atau akun yang tidak resmi dapatkan informasi langsung dari website resmi kementan di,"['waspada', 'penipuan', 'banyak', 'akun', 'palsu', 'yang', 'menyebarkan', 'informasi', 'tidak', 'benar', 'tentang', 'program', 'petani', 'milenial', 'atau', 'brigade', 'pangan', 'jangan', 'mudah', 'percaya', 'pada', 'link', 'atau', 'akun', 'yang', 'tidak', 'resmi', 'dapatkan', 'informasi', 'langsung', 'dari', 'website', 'resmi', 'kementan', 'di']","['waspada', 'penipuan', 'banyak', 'akun', 'palsu', 'yang', 'menyebarkan', 'informasi', 'tidak', 'benar', 'tentang', 'program', 'petani', 'milenial', 'atau', 'brigade', 'pangan', 'jangan', 'mudah', 'percaya', 'pada', 'link', 'atau', 'akun', 'yang', 'tidak', 'resmi', 'dapatkan', 'informasi', 'langsung', 'dari', 'website', 'resmi', 'kementan', 'di']","['waspada', 'penipuan', 'akun', 'palsu', 'menyebarkan', 'informasi', 'program', 'petani', 'milenial', 'brigade', 'pangan', 'mudah', 'percaya', 'link', 'akun', 'resmi', 'dapatkan', 'informasi', 'langsung', 'website', 'resmi', 'kementan']","['waspada', 'tipu', 'akun', 'palsu', 'sebar', 'informasi', 'program', 'tani', 'milenial', 'brigade', 'pangan', 'mudah', 'percaya', 'link', 'akun', 'resmi', 'dapat', 'informasi', 'langsung', 'website', 'resmi', 'tan']",10,positif
1862697457408516166,Sat Nov 30 03:17:35 +0000 2024,0,Setiap panen opp wae mesti di rego murah ngono pengen cah nom do dadi petani milenial ,1862697457408516166,,,in,"YKC,Semanu ",0,1,2,https://x.com/sickstreet29/status/1862697457408516166,542262022,sickstreet29,setiap panen opp wae mesti di rego murah ngono pengen cah nom do dadi petani milenial ,setiap panen opp wae mesti di rego murah ngono pengen cah nom do dadi petani milenial,"['setiap', 'panen', 'opp', 'wae', 'mesti', 'di', 'rego', 'murah', 'ngono', 'pengen', 'cah', 'nom', 'do', 'dadi', 'petani', 'milenial']","['setiap', 'panen', 'opp', 'wae', 'mesti', 'di', 'rego', 'murah', 'ngono', 'ingin', 'cah', 'nom', 'do', 'dadi', 'petani', 'milenial']","['panen', 'opp', 'wae', 'mesti', 'rego', 'murah', 'ngono', 'cah', 'nom', 'do', 'dadi', 'petani', 'milenial']","['panen', 'opp', 'wae', 'mesti', 'rego', 'murah', 'ngono', 'cah', 'nom', 'do', 'dadi', 'tani', 'milenial']",-3,negatif
1862290552517197950,Fri Nov 29 15:55:27 +0000 2024,0,@kementan Min mau join jadi petani milenial gimana min ?,1862525792410075384,,kementan,in,Bumi,0,0,0,https://x.com/panganpadi2/status/1862525792410075384,1485310146930966531,panganpadi2,@kementan min mau join jadi petani milenial gimana min ?,min mau join jadi petani milenial gimana min,"['min', 'mau', 'join', 'jadi', 'petani', 'milenial', 'gimana', 'min']","['min', 'mau', 'join', 'jadi', 'petani', 'milenial', 'bagaimana', 'min']","['min', 'join', 'petani', 'milenial', 'min']","['min', 'join', 'tani', 'milenial', 'min']",1,positif
1862447626370916574,Fri Nov 29 10:44:51 +0000 2024,1,Kementerian Pertanian Klarifikasi Lowongan Petani Milenial dengan Gaji Rp10 Juta Ternyata Hoaks https://t.co/wNbVZl2Jzv,1862447626370916574,,,in,"Sukabumi, Indonesia",0,0,0,https://x.com/radarsukabumi/status/1862447626370916574,230814922,radarsukabumi,kementerian pertanian klarifikasi lowongan petani milenial dengan gaji rp10 juta ternyata hoaks https://t.co/wnbvzl2jzv,kementerian pertanian klarifikasi lowongan petani milenial dengan gaji rp juta ternyata hoaks,"['kementerian', 'pertanian', 'klarifikasi', 'lowongan', 'petani', 'milenial', 'dengan', 'gaji', 'rp', 'juta', 'ternyata', 'hoaks']","['kementerian', 'pertanian', 'klarifikasi', 'lowongan', 'petani', 'milenial', 'dengan', 'gaji', 'rp', 'juta', 'ternyata', 'hoaks']","['kementerian', 'pertanian', 'klarifikasi', 'lowongan', 'petani', 'milenial', 'gaji', 'rp', 'juta', 'hoaks']","['menteri', 'tani', 'klarifikasi', 'lowong', 'tani', 'milenial', 'gaji', 'rp', 'juta', 'hoaks']",2,positif
1862427247363465248,Fri Nov 29 09:23:52 +0000 2024,0, Tautan Pendaftaran Petani Milenial di Facebook Faktanya tautan resmi pendaftaran program Petani Milenial adalah https://t.co/lKyHblAwd2. Informasi pendaftaran Petani Milenial yang dibagikan akun Facebook Petani Milenial 2024 dan Petani milenial Indonesia https://t.co/2kGMFEqpnC,1862427247363465248,https://pbs.twimg.com/media/GdirrsiWAAAN4UC.jpg,,in,"Jakarta Pusat, DKI Jakarta",0,0,0,https://x.com/TurnBackHoax/status/1862427247363465248,803432630121218048,TurnBackHoax, tautan pendaftaran petani milenial di facebook faktanya tautan resmi pendaftaran program petani milenial adalah https://t.co/lkyhblawd2. informasi pendaftaran petani milenial yang dibagikan akun facebook petani milenial 2024 dan petani milenial indonesia https://t.co/2kgmfeqpnc,tautan pendaftaran petani milenial di facebook faktanya tautan resmi pendaftaran program petani milenial adalah informasi pendaftaran petani milenial yang dibagikan akun facebook petani milenial dan petani milenial indonesia,"['tautan', 'pendaftaran', 'petani', 'milenial', 'di', 'facebook', 'faktanya', 'tautan', 'resmi', 'pendaftaran', 'program', 'petani', 'milenial', 'adalah', 'informasi', 'pendaftaran', 'petani', 'milenial', 'yang', 'dibagikan', 'akun', 'facebook', 'petani', 'milenial', 'dan', 'petani', 'milenial', 'indonesia']","['tautan', 'pendaftaran', 'petani', 'milenial', 'di', 'facebook', 'faktanya', 'tautan', 'resmi', 'pendaftaran', 'program', 'petani', 'milenial', 'adalah', 'informasi', 'pendaftaran', 'petani', 'milenial', 'yang', 'dibagikan', 'akun', 'facebook', 'petani', 'milenial', 'dan', 'petani', 'milenial', 'indonesia']","['tautan', 'pendaftaran', 'petani', 'milenial', 'facebook', 'faktanya', 'tautan', 'resmi', 'pendaftaran', 'program', 'petani', 'milenial', 'informasi', 'pendaftaran', 'petani', 'milenial', 'dibagikan', 'akun', 'facebook', 'petani', 'milenial', 'petani', 'milenial', 'indonesia']","['taut', 'daftar', 'tani', 'milenial', 'facebook', 'fakta', 'taut', 'resmi', 'daftar', 'program', 'tani', 'milenial', 'informasi', 'daftar', 'tani', 'milenial', 'bagi', 'akun', 'facebook', 'tani', 'milenial', 'tani', 'milenial', 'indonesia']",-14,negatif
1862410443522023625,Fri Nov 29 08:17:06 +0000 2024,0,Ini Cara Daftar Petani Milenial 2024 Jateng Gaji Rp 10 Juta Lebih Sebulan Ini Kriteria Maksimal Umur https://t.co/b6qBc28Vp0 lewat @tribunnews,1862410443522023625,,,in,,0,0,0,https://x.com/AsepSaepud80830/status/1862410443522023625,1764564581522059264,AsepSaepud80830,ini cara daftar petani milenial 2024 jateng gaji rp 10 juta lebih sebulan ini kriteria maksimal umur https://t.co/b6qbc28vp0 lewat @tribunnews,ini cara daftar petani milenial jateng gaji rp juta lebih sebulan ini kriteria maksimal umur lewat,"['ini', 'cara', 'daftar', 'petani', 'milenial', 'jateng', 'gaji', 'rp', 'juta', 'lebih', 'sebulan', 'ini', 'kriteria', 'maksimal', 'umur', 'lewat']","['ini', 'cara', 'daftar', 'petani', 'milenial', 'jateng', 'gaji', 'rp', 'juta', 'lebih', 'sebulan', 'ini', 'kriteria', 'maksimal', 'umur', 'lewat']","['daftar', 'petani', 'milenial', 'jateng', 'gaji', 'rp', 'juta', 'sebulan', 'kriteria', 'maksimal', 'umur']","['daftar', 'tani', 'milenial', 'jateng', 'gaji', 'rp', 'juta', 'bulan', 'kriteria', 'maksimal', 'umur']",4,positif
1862384180178690216,Fri Nov 29 06:32:44 +0000 2024,1,Brigade Swasembada Pangan hadir dengan kekuatan petani milenial untuk meningkatkan produktivitas pertanian dan mendukung masa depan pangan Indonesia #BrigadePangan #ProgramPresiden #KetahananPangan https://t.co/RgMBLCWMMi,1862384180178690216,https://pbs.twimg.com/media/GdiEitHWkAAOE-L.jpg,,in,,0,0,0,https://x.com/mohoninfotuan/status/1862384180178690216,1718927709001461760,mohoninfotuan,brigade swasembada pangan hadir dengan kekuatan petani milenial untuk meningkatkan produktivitas pertanian dan mendukung masa depan pangan indonesia #brigadepangan #programpresiden #ketahananpangan https://t.co/rgmblcwmmi,brigade swasembada pangan hadir dengan kekuatan petani milenial untuk meningkatkan produktivitas pertanian dan mendukung masa depan pangan indonesia,"['brigade', 'swasembada', 'pangan', 'hadir', 'dengan', 'kekuatan', 'petani', 'milenial', 'untuk', 'meningkatkan', 'produktivitas', 'pertanian', 'dan', 'mendukung', 'masa', 'depan', 'pangan', 'indonesia']","['brigade', 'swasembada', 'pangan', 'hadir', 'dengan', 'kekuatan', 'petani', 'milenial', 'untuk', 'meningkatkan', 'produktivitas', 'pertanian', 'dan', 'mendukung', 'masa', 'depan', 'pangan', 'indonesia']","['brigade', 'swasembada', 'pangan', 'hadir', 'kekuatan', 'petani', 'milenial', 'meningkatkan', 'produktivitas', 'pertanian', 'mendukung', 'pangan', 'indonesia']","['brigade', 'swasembada', 'pangan', 'hadir', 'kuat', 'tani', 'milenial', 'tingkat', 'produktivitas', 'tani', 'dukung', 'pangan', 'indonesia']",3,positif
1862374162523988440,Fri Nov 29 05:52:56 +0000 2024,0,Cara Daftar Petani Milenial 2024 Jateng Gaji Rp 10 Juta Lebih Sebulan Ini Kriteria Maksimal Umur https://t.co/Gu8nezkMzZ,1862374162523988440,,,in,Semarang,0,0,0,https://x.com/tribunjateng/status/1862374162523988440,263711825,tribunjateng,cara daftar petani milenial 2024 jateng gaji rp 10 juta lebih sebulan ini kriteria maksimal umur https://t.co/gu8nezkmzz,cara daftar petani milenial jateng gaji rp juta lebih sebulan ini kriteria maksimal umur,"['cara', 'daftar', 'petani', 'milenial', 'jateng', 'gaji', 'rp', 'juta', 'lebih', 'sebulan', 'ini', 'kriteria', 'maksimal', 'umur']","['cara', 'daftar', 'petani', 'milenial', 'jateng', 'gaji', 'rp', 'juta', 'lebih', 'sebulan', 'ini', 'kriteria', 'maksimal', 'umur']","['daftar', 'petani', 'milenial', 'jateng', 'gaji', 'rp', 'juta', 'sebulan', 'kriteria', 'maksimal', 'umur']","['daftar', 'tani', 'milenial', 'jateng', 'gaji', 'rp', 'juta', 'bulan', 'kriteria', 'maksimal', 'umur']",4,positif
1862335772441157850,Fri Nov 29 03:20:23 +0000 2024,0,Hallo @kementan Mau daftar petani milenial belum bisa ya ???,1862335772441157850,,,in,Indonesia,0,0,0,https://x.com/rousche_/status/1862335772441157850,1656905427786014720,rousche_,hallo @kementan mau daftar petani milenial belum bisa ya ???,hallo mau daftar petani milenial belum bisa ya,"['hallo', 'mau', 'daftar', 'petani', 'milenial', 'belum', 'bisa', 'ya']","['hallo', 'mau', 'daftar', 'petani', 'milenial', 'belum', 'bisa', 'iya']","['hallo', 'daftar', 'petani', 'milenial', 'iya']","['hallo', 'daftar', 'tani', 'milenial', 'iya']",2,positif
1862290552517197950,Fri Nov 29 03:11:04 +0000 2024,0,@kementan Hallo Admin. Untuk daftar ke laman latihan online petani milenial belum bisa ya ?,1862333427191882040,,kementan,in,Indonesia,0,0,0,https://x.com/rousche_/status/1862333427191882040,1656905427786014720,rousche_,@kementan hallo admin. untuk daftar ke laman latihan online petani milenial belum bisa ya ?,hallo admin untuk daftar ke laman latihan online petani milenial belum bisa ya,"['hallo', 'admin', 'untuk', 'daftar', 'ke', 'laman', 'latihan', 'online', 'petani', 'milenial', 'belum', 'bisa', 'ya']","['hallo', 'admin', 'untuk', 'daftar', 'ke', 'laman', 'latihan', 'online', 'petani', 'milenial', 'belum', 'bisa', 'iya']","['hallo', 'admin', 'daftar', 'laman', 'latihan', 'online', 'petani', 'milenial', 'iya']","['hallo', 'admin', 'daftar', 'laman', 'latih', 'online', 'tani', 'milenial', 'iya']",3,positif
1862332335678791970,Fri Nov 29 03:06:43 +0000 2024,0,Petani Milenial Lumajang ‍ Lindungi Tanaman dan Ekosistem dengan Insektisida Ramah Lingkungan #visitlumajang #lumajang https://t.co/DZZGPG9mLI,1862332335678791970,,,in,Lumajang,0,0,0,https://x.com/visitlumajang/status/1862332335678791970,102555280,visitlumajang,petani milenial lumajang ‍ lindungi tanaman dan ekosistem dengan insektisida ramah lingkungan #visitlumajang #lumajang https://t.co/dzzgpg9mli,petani milenial lumajang lindungi tanaman dan ekosistem dengan insektisida ramah lingkungan,"['petani', 'milenial', 'lumajang', 'lindungi', 'tanaman', 'dan', 'ekosistem', 'dengan', 'insektisida', 'ramah', 'lingkungan']","['petani', 'milenial', 'lumajang', 'lindungi', 'tanaman', 'dan', 'ekosistem', 'dengan', 'insektisida', 'ramah', 'lingkungan']","['petani', 'milenial', 'lumajang', 'lindungi', 'tanaman', 'ekosistem', 'insektisida', 'ramah', 'lingkungan']","['tani', 'milenial', 'lumajang', 'lindung', 'tanam', 'ekosistem', 'insektisida', 'ramah', 'lingkung']",6,positif
1862327408285937743,Fri Nov 29 02:47:09 +0000 2024,0,Petani milenial berusia 37 tahun Hari Siswanto memeriksa kadar nutrisi dari penerapan teknologi hidroponik pada budi daya buah melon jenis Golden Kinanti di Grahaponik Malang Jawa Timur Kamis (28/11/2024).https://t.co/JXh8wfPzUH,1862327408285937743,,,in,"Denpasar, Bali",0,0,0,https://x.com/nusabalicom/status/1862327408285937743,2655442453,nusabalicom,petani milenial berusia 37 tahun hari siswanto memeriksa kadar nutrisi dari penerapan teknologi hidroponik pada budi daya buah melon jenis golden kinanti di grahaponik malang jawa timur kamis (28/11/2024).https://t.co/jxh8wfpzuh,petani milenial berusia tahun hari siswanto memeriksa kadar nutrisi dari penerapan teknologi hidroponik pada budi daya buah melon jenis golden kinanti di grahaponik malang jawa timur kamis,"['petani', 'milenial', 'berusia', 'tahun', 'hari', 'siswanto', 'memeriksa', 'kadar', 'nutrisi', 'dari', 'penerapan', 'teknologi', 'hidroponik', 'pada', 'budi', 'daya', 'buah', 'melon', 'jenis', 'golden', 'kinanti', 'di', 'grahaponik', 'malang', 'jawa', 'timur', 'kamis']","['petani', 'milenial', 'berusia', 'tahun', 'hari', 'siswanto', 'memeriksa', 'kadar', 'nutrisi', 'dari', 'penerapan', 'teknologi', 'hidroponik', 'pada', 'budi', 'daya', 'buah', 'melon', 'jenis', 'golden', 'kinanti', 'di', 'grahaponik', 'malang', 'jawa', 'timur', 'kamis']","['petani', 'milenial', 'berusia', 'siswanto', 'memeriksa', 'kadar', 'nutrisi', 'penerapan', 'teknologi', 'hidroponik', 'budi', 'daya', 'buah', 'melon', 'jenis', 'golden', 'kinanti', 'grahaponik', 'malang', 'jawa', 'timur', 'kamis']","['tani', 'milenial', 'usia', 'siswanto', 'periksa', 'kadar', 'nutrisi', 'terap', 'teknologi', 'hidroponik', 'budi', 'daya', 'buah', 'melon', 'jenis', 'golden', 'kinanti', 'grahaponik', 'malang', 'jawa', 'timur', 'kamis']",-6,negatif
1862284292967342081,Thu Nov 28 23:55:49 +0000 2024,1,Memaksimalkan potensi desa dan memberdayakan petani milenial adalah langkah nyata menuju kemandirian pangan nasional. #IndonesiaEmas #ProgramPresiden #PresidenPrabowo #SwasembadaPangan #AstaCita #PertanianMaju #KetahananPangan https://t.co/q3ObpEf5m6,1862284292967342081,https://pbs.twimg.com/media/Gdgpse2boAAhIhk.jpg,,in,,0,0,0,https://x.com/mohoninfotuan/status/1862284292967342081,1718927709001461760,mohoninfotuan,memaksimalkan potensi desa dan memberdayakan petani milenial adalah langkah nyata menuju kemandirian pangan nasional. #indonesiaemas #programpresiden #presidenprabowo #swasembadapangan #astacita #pertanianmaju #ketahananpangan https://t.co/q3obpef5m6,memaksimalkan potensi desa dan memberdayakan petani milenial adalah langkah nyata menuju kemandirian pangan nasional,"['memaksimalkan', 'potensi', 'desa', 'dan', 'memberdayakan', 'petani', 'milenial', 'adalah', 'langkah', 'nyata', 'menuju', 'kemandirian', 'pangan', 'nasional']","['memaksimalkan', 'potensi', 'desa', 'dan', 'memberdayakan', 'petani', 'milenial', 'adalah', 'langkah', 'nyata', 'menuju', 'kemandirian', 'pangan', 'nasional']","['memaksimalkan', 'potensi', 'desa', 'memberdayakan', 'petani', 'milenial', 'langkah', 'nyata', 'kemandirian', 'pangan', 'nasional']","['maksimal', 'potensi', 'desa', 'daya', 'tani', 'milenial', 'langkah', 'nyata', 'mandiri', 'pangan', 'nasional']",9,positif
1862121956675576086,Thu Nov 28 13:47:57 +0000 2024,7,@direktoridosen @Abe_Mukti @Kemdikdasmen @prabowo Kementerian lain berani ngasih petani milenial 10juta sebulann. @Kemdiktisaintek dan @Kemdikdasmen berani ga ngasih dosen milenial atau guru milenial segitu? Minimal setengahnya lah.. https://t.co/L4uLPJzsGi,1862131316646719502,https://pbs.twimg.com/media/GdeeRm3XEAAbZ6J.jpg,direktoridosen,in,,0,4,1,https://x.com/CityJaxk/status/1862131316646719502,1231438860078309376,CityJaxk,@direktoridosen @abe_mukti @kemdikdasmen @prabowo kementerian lain berani ngasih petani milenial 10juta sebulann. @kemdiktisaintek dan @kemdikdasmen berani ga ngasih dosen milenial atau guru milenial segitu? minimal setengahnya lah.. https://t.co/l4ulpjzsgi,kementerian lain berani ngasih petani milenial juta sebulann dan berani ga ngasih dosen milenial atau guru milenial segitu minimal setengahnya lah,"['kementerian', 'lain', 'berani', 'ngasih', 'petani', 'milenial', 'juta', 'sebulann', 'dan', 'berani', 'ga', 'ngasih', 'dosen', 'milenial', 'atau', 'guru', 'milenial', 'segitu', 'minimal', 'setengahnya', 'lah']","['kementerian', 'lain', 'berani', 'memberikan', 'petani', 'milenial', 'juta', 'sebulann', 'dan', 'berani', 'tidak', 'memberikan', 'dosen', 'milenial', 'atau', 'guru', 'milenial', 'segitu', 'minimal', 'setengahnya', 'lah']","['kementerian', 'berani', 'petani', 'milenial', 'juta', 'sebulann', 'berani', 'dosen', 'milenial', 'guru', 'milenial', 'segitu', 'minimal', 'setengahnya']","['menteri', 'berani', 'tani', 'milenial', 'juta', 'sebulann', 'berani', 'dosen', 'milenial', 'guru', 'milenial', 'segitu', 'minimal', 'tengah']",1,positif
1862098186937978954,Thu Nov 28 13:03:31 +0000 2024,0,@vvotanet Melody jadi Duta Petani Milenial,1862120134573539778,,vvotanet,in,🐇,0,0,0,https://x.com/zwe3zy/status/1862120134573539778,1547900268951777280,zwe3zy,@vvotanet melody jadi duta petani milenial,melody jadi duta petani milenial,"['melody', 'jadi', 'duta', 'petani', 'milenial']","['melody', 'jadi', 'duta', 'petani', 'milenial']","['melody', 'duta', 'petani', 'milenial']","['melody', 'duta', 'tani', 'milenial']",0,positif
1861952599676829969,Thu Nov 28 07:14:19 +0000 2024,0,@kementan Keren petani milenial,1862032255482531851,,kementan,in,,0,0,0,https://x.com/dewisagung24/status/1862032255482531851,1843155902586830849,dewisagung24,@kementan keren petani milenial,keren petani milenial,"['keren', 'petani', 'milenial']","['keren', 'petani', 'milenial']","['keren', 'petani', 'milenial']","['keren', 'tani', 'milenial']",0,positif
1861748212958372305,Thu Nov 28 06:51:02 +0000 2024,0,@DosenGarisLucu YG BODOH IDIOT ITU TIMNYA BANTENG &amp; PARA BEGUNDALNYA BERIKUT KACUNG JONGOS BABU CECUNGUK BUZZER2NYA. SAAT KAMPANYE KEMARIN ANDIKA SOK KUASA JARANG BERINTERAKSI DGN NELAYAN PETANI SANTRI UMKM PEKERJA INFORMAL &amp; SERABUTAN. MEREKA HANYA MENGEJAR SUARA GEN Z &amp; MILENIAL BELAKA IDIOT!,1862026396467675460,,DosenGarisLucu,in,,0,0,0,https://x.com/revanovozky/status/1862026396467675460,1814906002745290752,revanovozky,@dosengarislucu yg bodoh idiot itu timnya banteng &amp; para begundalnya berikut kacung jongos babu cecunguk buzzer2nya. saat kampanye kemarin andika sok kuasa jarang berinteraksi dgn nelayan petani santri umkm pekerja informal &amp; serabutan. mereka hanya mengejar suara gen z &amp; milenial belaka idiot!,yg bodoh idiot itu timnya banteng amp para begundalnya berikut kacung jongos babu cecunguk buzzernya saat kampanye kemarin andika sok kuasa jarang berinteraksi dgn nelayan petani santri umkm pekerja informal amp serabutan mereka hanya mengejar suara gen z amp milenial belaka idiot,"['yg', 'bodoh', 'idiot', 'itu', 'timnya', 'banteng', 'amp', 'para', 'begundalnya', 'berikut', 'kacung', 'jongos', 'babu', 'cecunguk', 'buzzernya', 'saat', 'kampanye', 'kemarin', 'andika', 'sok', 'kuasa', 'jarang', 'berinteraksi', 'dgn', 'nelayan', 'petani', 'santri', 'umkm', 'pekerja', 'informal', 'amp', 'serabutan', 'mereka', 'hanya', 'mengejar', 'suara', 'gen', 'z', 'amp', 'milenial', 'belaka', 'idiot']","['yang', 'bodoh', 'idiot', 'itu', 'timnya', 'banteng', 'amp', 'para', 'begundalnya', 'berikut', 'kacung', 'jongos', 'babu', 'cecunguk', 'buzzernya', 'saat', 'kampanye', 'kemarin', 'andika', 'sok', 'kuasa', 'jarang', 'berinteraksi', 'dengan', 'nelayan', 'petani', 'santri', 'umkm', 'pekerja', 'informal', 'amp', 'serabutan', 'mereka', 'hanya', 'mengejar', 'suara', 'gen', 'z', 'amp', 'milenial', 'belaka', 'idiot']","['bodoh', 'idiot', 'timnya', 'banteng', 'amp', 'begundalnya', 'kacung', 'jongos', 'babu', 'cecunguk', 'buzzernya', 'kampanye', 'kemarin', 'andika', 'sok', 'kuasa', 'jarang', 'berinteraksi', 'nelayan', 'petani', 'santri', 'umkm', 'pekerja', 'informal', 'amp', 'serabutan', 'mengejar', 'suara', 'gen', 'z', 'amp', 'milenial', 'belaka', 'idiot']","['bodoh', 'idiot', 'tim', 'banteng', 'amp', 'begundal', 'kacung', 'jongos', 'babu', 'cecunguk', 'buzzernya', 'kampanye', 'kemarin', 'andika', 'sok', 'kuasa', 'jarang', 'interaksi', 'nelayan', 'tani', 'santri', 'umkm', 'kerja', 'informal', 'amp', 'serabutan', 'kejar', 'suara', 'gen', 'z', 'amp', 'milenial', 'belaka', 'idiot']",-29,negatif
1860943951701946609,Tue Nov 26 06:36:37 +0000 2024,0,@kementan @Amran_Sulaiman1 Barokallah...semoga petani milenial semakin banyak dan sukses mengembangkan pertanian,1861297993888211425,,kementan,in,,0,0,0,https://x.com/HariyaniNining/status/1861297993888211425,1530523935078776832,HariyaniNining,@kementan @amran_sulaiman1 barokallah...semoga petani milenial semakin banyak dan sukses mengembangkan pertanian,barokallahsemoga petani milenial semakin banyak dan sukses mengembangkan pertanian,"['barokallahsemoga', 'petani', 'milenial', 'semakin', 'banyak', 'dan', 'sukses', 'mengembangkan', 'pertanian']","['barokallahsemoga', 'petani', 'milenial', 'semakin', 'banyak', 'dan', 'sukses', 'mengembangkan', 'pertanian']","['barokallahsemoga', 'petani', 'milenial', 'sukses', 'mengembangkan', 'pertanian']","['barokallahsemoga', 'tani', 'milenial', 'sukses', 'kembang', 'tani']",6,positif
1860943951701946609,Tue Nov 26 06:36:08 +0000 2024,0,@kementan @Amran_Sulaiman1 Semangat pemuda Papua...buktikan bahwa Petani milenial bisa!!!,1861297872135954458,,kementan,in,,0,0,0,https://x.com/HariyaniNining/status/1861297872135954458,1530523935078776832,HariyaniNining,@kementan @amran_sulaiman1 semangat pemuda papua...buktikan bahwa petani milenial bisa!!!,semangat pemuda papuabuktikan bahwa petani milenial bisa,"['semangat', 'pemuda', 'papuabuktikan', 'bahwa', 'petani', 'milenial', 'bisa']","['semangat', 'pemuda', 'papuabuktikan', 'bahwa', 'petani', 'milenial', 'bisa']","['semangat', 'pemuda', 'papuabuktikan', 'petani', 'milenial']","['semangat', 'pemuda', 'papuabuktikan', 'tani', 'milenial']",4,positif
1860943951701946609,Tue Nov 26 05:54:03 +0000 2024,0,@kementan @Amran_Sulaiman1 Semangat selalu para petani milenial berpartisipasi wujudkan swasembada pangan.,1861287279328895040,,kementan,in,,0,0,0,https://x.com/pipinkiswanti99/status/1861287279328895040,1827645887138631680,pipinkiswanti99,@kementan @amran_sulaiman1 semangat selalu para petani milenial berpartisipasi wujudkan swasembada pangan.,semangat selalu para petani milenial berpartisipasi wujudkan swasembada pangan,"['semangat', 'selalu', 'para', 'petani', 'milenial', 'berpartisipasi', 'wujudkan', 'swasembada', 'pangan']","['semangat', 'selalu', 'para', 'petani', 'milenial', 'berpartisipasi', 'wujudkan', 'swasembada', 'pangan']","['semangat', 'petani', 'milenial', 'berpartisipasi', 'wujudkan', 'swasembada', 'pangan']","['semangat', 'tani', 'milenial', 'partisipasi', 'wujud', 'swasembada', 'pangan']",8,positif
